66,25,6,95,16,30,34,64,90,11
62,70,53,99,49,93,27,67,28,71
40,3,21,96,14,86,98,51,13,76
23,38,1,34,85,75,9,66,12,22
8,57,43,81,36,12,61,89,73,38
53,50,58,73,44,76,27,63,45,9
0,93,59,83,34,73,61,12,76,30
14,64,9,73,53,79,77,51,57,58
98,76,52,15,11,49,46,60,40,30
53,41,33,5,14,4,11,9,75,13
78,76,0,98,39,2,92,72,21,99
77,38,58,99,3,96,5,1,27,0
59,98,63,7,2,8,74,47,99,76
68,27,36,31,81,29,37,63,78,15
5,11,55,52,73,37,75,69,64,38
33,10,35,57,83,88,77,13,48,45
86,38,69,29,66,49,56,39,76,64
94,71,83,39,19,51,21,9,40,36
64,48,92,18,16,1,74,99,68,49
71,70,86,83,69,67,35,1,54,23
96,24,1,48,75,83,3,38,61,64
11,40,94,91,62,9,36,90,30,8
40,65,98,3,9,75,10,6,72,33
86,24,75,42,45,21,47,44,36,28
