66,25,6,95,16,30,34,64,90,11
62,70,53,99,49,93,27,67,28,71
40,3,21,96,14,86,98,51,13,76
23,38,1,34,85,75,9,66,12,22
8,57,43,81,36,12,61,89,73,38
53,50,58,73,44,76,27,63,45,9
0,93,59,83,34,73,61,12,76,30
14,64,9,73,53,79,77,51,57,58
98,76,52,15,11,49,46,60,40,30
53,41,33,5,14,4,11,9,75,13
78,76,0,98,39,2,92,72,21,99
77,38,58,99,3,96,5,1,27,0
59,98,63,7,2,8,74,47,99,76
68,27,36,31,81,29,37,63,78,15
5,11,55,52,73,37,75,69,64,38
33,10,35,57,83,88,77,13,48,45
86,38,69,29,66,49,56,39,76,64
94,71,83,39,19,51,21,9,40,36
64,48,92,18,16,1,74,99,68,49
71,70,86,83,69,67,35,1,54,23
96,24,1,48,75,83,3,38,61,64
11,40,94,91,62,9,36,90,30,8
40,65,98,3,9,75,10,6,72,33
86,24,75,42,45,21,47,44,36,28
23,48,52,2,75,61,68,47,96,43
13,43,86,83,50,62,37,94,93,76
21,11,38,22,18,36,91,61,55,26
70,97,74,33,78,16,99,18,88,94
3,93,38,68,97,86,78,30,5,40
94,56,75,67,38,60,36,49,34,40
10,39,84,86,58,80,94,83,37,51
92,78,35,59,72,18,32,39,14,70
54,73,67,87,22,0,53,31,13,34
35,32,77,13,48,51,23,80,99,70
65,64,48,41,53,47,57,4,85,39
29,9,10,58,35,16,24,81,17,18
52,75,36,2,89,92,88,18,48,32
98,22,32,79,8,3,58,86,81,24
85,19,45,46,48,25,88,83,1,0
70,43,86,66,89,78,71,81,96,23
19,71,14,96,26,95,32,25,39,86
11,33,93,30,2,22,3,50,67,61
67,25,24,70,78,27,23,48,62,21
94,79,93,71,57,61,67,38,58,81
74,92,81,79,27,87,95,45,32,62
12,33,18,2,22,93,42,65,28,57
8,99,24,27,43,30,83,0,12,25
83,72,41,48,14,94,44,3,76,90
1,86,52,56,4,12,57,84,43,38
55,63,62,80,17,22,23,9,32,47
