18,30,81,36,52,61,98,24,10,21
18,30,26,6,95,16,32,36,66,91
18,30,69,91,96,70,88,0,23,79
18,30,81,76,71,37,82,74,49,62
18,30,4,28,77,23,2,87,48,82
18,30,22,28,95,14,3,91,98,72
18,30,53,66,67,96,17,24,8,59
18,30,80,84,78,51,93,10,39,62
18,30,89,86,22,8,84,65,9,82
18,30,79,92,20,70,11,74,38,61
18,30,50,55,42,97,80,65,69,61
18,30,9,12,51,97,42,83,21,77
18,30,0,49,2,89,75,13,63,50
18,30,93,60,89,35,73,62,11,76
18,30,41,72,83,90,76,78,94,38
18,30,64,9,73,53,79,49,51,57
18,30,88,93,98,11,99,7,40,4
18,30,60,88,15,11,48,96,57,93
18,30,89,50,70,32,79,6,96,33
18,30,5,39,60,61,45,47,26,46
18,30,80,42,66,40,96,44,71,57
18,30,15,10,4,64,65,79,38,97
18,30,81,79,52,14,91,2,55,15
18,30,60,5,93,90,75,59,86,51
18,30,60,10,59,81,48,9,72,76
18,30,2,91,56,84,81,51,98,8
18,30,83,97,87,48,98,75,29,10
18,30,40,15,24,69,52,31,92,83
18,30,96,49,20,95,91,75,5,89
18,30,19,57,46,52,63,58,78,65
18,30,2,98,70,58,26,29,68,63
18,30,93,54,58,86,34,35,6,73
18,30,75,21,47,20,39,46,7,83
18,30,11,63,92,56,93,22,42,69
18,30,15,61,6,97,42,31,21,98
18,30,41,12,13,52,24,92,83,38
18,30,58,6,14,87,46,98,71,38
18,30,60,1,53,58,7,94,14,82
18,30,32,40,23,83,49,74,54,82
18,30,76,92,94,97,81,7,12,63
18,30,25,31,43,13,54,41,24,55
18,30,47,27,78,83,91,93,54,26
18,30,97,25,21,19,93,54,1,62
18,30,46,51,78,88,13,2,16,20
18,30,6,14,25,3,1,64,91,40
18,30,50,94,0,92,47,74,36,7
18,30,12,47,81,34,24,44,5,68
18,30,95,77,53,46,35,3,90,83
18,30,42,68,95,59,34,71,73,5
18,30,20,44,55,31,72,50,60,51
