5,4,20,11,47,46,80,18,19,68
18,68,16,20,37,22,89,91,63,4
18,98,63,35,68,26,55,0,31,47
86,12,18,59,42,80,78,45,66,93
18,24,36,25,51,65,48,37,90,54
18,67,34,91,88,44,39,82,5,52
75,55,18,45,14,31,50,69,82,46
18,92,77,57,2,8,91,81,22,29
18,98,91,37,21,62,23,25,7,58
18,0,25,37,89,39,59,68,86,62
18,67,25,4,70,55,93,52,0,13
18,15,56,1,9,39,77,27,69,22
79,85,5,74,47,54,18,8,97,96
18,41,96,71,47,74,24,10,78,50
9,14,85,15,32,20,18,95,86,74
64,67,20,34,92,18,35,70,17,93
18,90,8,32,88,44,26,67,40,92
40,44,26,20,89,31,18,94,10,9
26,88,3,55,9,64,99,71,18,91
18,40,6,2,93,67,89,12,95,41
58,74,18,63,40,48,51,78,72,34
