18,30,81,36,52,61,98,24,10,21
18,30,26,6,95,16,32,36,66,91
18,30,81,36,52,61,98,24,10,21
18,30,26,6,95,16,32,36,66,91
18,30,69,91,96,70,88,0,23,79
18,30,81,76,71,37,82,74,49,62
18,30,4,28,77,23,2,87,48,82
18,30,22,28,95,14,3,91,98,72
18,30,53,66,67,96,17,24,8,59
18,30,80,84,78,51,93,10,39,62
18,30,89,86,22,8,84,65,9,82
18,30,79,92,20,70,11,74,38,61
18,30,50,55,42,97,80,65,69,61
18,30,9,12,51,97,42,83,21,77
18,30,0,49,2,89,75,13,63,50
18,30,93,60,89,35,73,62,11,76
18,30,41,72,83,90,76,78,94,38
18,30,64,9,73,53,79,49,51,57
18,30,88,93,98,11,99,7,40,4
18,30,60,88,15,11,48,96,57,93
18,30,89,50,70,32,79,6,96,33
18,30,5,39,60,61,45,47,26,46
18,30,80,42,66,40,96,44,71,57
18,30,15,10,4,64,65,79,38,97
18,30,81,79,52,14,91,2,55,15
18,30,60,5,93,90,75,59,86,51
18,30,60,10,59,81,48,9,72,76
18,30,2,91,56,84,81,51,98,8
18,30,83,97,87,48,98,75,29,10
18,30,40,15,24,69,52,31,92,83
18,30,96,49,20,95,91,75,5,89
18,30,19,57,46,52,63,58,78,65
18,30,2,98,70,58,26,29,68,63
18,30,93,54,58,86,34,35,6,73
18,30,75,21,47,20,39,46,7,83
18,30,11,63,92,56,93,22,42,69
18,30,15,61,6,97,42,31,21,98
18,30,41,12,13,52,24,92,83,38
18,30,58,6,14,87,46,98,71,38
18,30,60,1,53,58,7,94,14,82
18,30,32,40,23,83,49,74,54,82
18,30,76,92,94,97,81,7,12,63
18,30,25,31,43,13,54,41,24,55
18,30,47,27,78,83,91,93,54,26
18,30,97,25,21,19,93,54,1,62
18,30,46,51,78,88,13,2,16,20
18,30,6,14,25,3,1,64,91,40
18,30,50,94,0,92,47,74,36,7
18,30,12,47,81,34,24,44,5,68
18,30,95,77,53,46,35,3,90,83
18,30,42,68,95,59,34,71,73,5
18,30,20,44,55,31,72,50,60,51
18,67,33,47,29,75,24,10,21,17
18,26,6,95,16,31,35,65,90,11
18,63,48,76,95,59,0,23,79,94
18,70,54,99,50,93,28,67,29,71
18,38,41,40,86,52,45,61,23,4
18,3,22,96,14,86,98,51,13,76
18,24,42,72,80,90,73,53,96,82
18,38,1,34,85,75,9,66,12,23
18,8,74,15,20,35,96,50,62,98
18,57,43,81,36,11,61,89,73,38
18,44,8,11,82,66,70,60,98,59
18,51,58,73,45,76,28,63,46,9
18,0,58,80,2,23,74,97,53,17
18,93,59,83,34,73,61,11,76,30
18,14,46,37,35,73,65,81,97,87
18,64,9,73,53,79,77,51,57,58
18,98,33,13,83,32,7,42,49,4
18,77,53,15,11,50,47,61,41,31
18,48,30,32,84,64,6,96,77,94
18,5,81,49,61,45,67,26,46,53
18,57,77,59,50,92,96,65,41,95
18,42,15,39,69,66,4,10,80,55
18,17,53,20,61,15,97,2,69,40
18,37,39,5,62,1,74,40,14,83
18,60,10,69,55,47,9,74,78,1
18,2,61,73,8,55,93,6,48,51
18,31,83,54,35,92,20,65,51,48
18,88,72,30,54,50,58,87,38,79
18,5,53,73,43,61,84,24,80,59
18,37,51,55,10,65,73,36,49,12
18,50,34,43,15,21,48,83,2,62
18,10,74,35,92,83,77,13,45,42
18,86,16,47,78,39,63,33,14,49
18,39,70,30,67,50,57,40,77,65
18,91,72,90,6,79,35,93,45,26
18,39,63,37,86,96,9,13,45,50
18,89,2,76,15,62,95,67,80,16
18,49,92,19,16,1,74,99,68,50
18,72,52,48,64,23,30,28,80,62
18,71,86,83,70,68,36,1,55,24
18,96,86,94,5,2,71,23,49,80
18,25,1,49,76,84,3,39,62,65
18,11,81,94,78,36,44,83,32,91
18,40,94,91,62,9,36,90,30,8
18,41,90,6,16,79,15,0,14,7
18,65,98,3,9,75,10,6,72,34
18,41,84,20,74,69,93,89,94,35
18,55,61,47,42,29,46,40,35,95
18,56,2,90,49,94,98,21,86,57
18,2,44,16,67,24,95,10,4,34
