18,55,81,35,51,61,98,24,10,21
18,55,26,6,95,16,31,35,66,91
18,55,69,91,96,70,88,0,23,79
18,55,81,76,71,36,82,74,48,62
18,55,4,28,77,23,2,87,47,82
18,55,22,28,95,14,3,91,98,72
18,55,52,66,67,96,17,24,8,59
18,55,80,84,78,50,93,10,38,62
18,55,89,86,22,8,84,65,9,82
18,55,79,92,20,70,11,74,37,61
18,55,49,54,41,97,80,65,69,61
18,55,9,12,50,97,41,83,21,77
18,55,0,48,2,89,75,13,63,49
18,55,93,60,89,34,73,62,11,76
18,55,40,72,83,90,76,78,94,37
18,55,64,9,73,52,79,48,50,57
18,55,88,93,98,11,99,7,39,4
18,55,60,88,15,11,47,96,57,93
18,55,89,49,70,31,79,6,96,32
18,55,5,38,60,61,44,46,26,45
18,55,80,41,66,39,96,43,71,57
18,55,15,10,4,64,65,79,37,97
18,55,81,79,51,14,91,2,54,15
18,55,60,5,93,90,75,59,86,50
18,55,60,10,59,81,47,9,72,76
18,55,2,91,56,84,81,50,98,8
18,55,83,97,87,47,98,75,29,10
18,55,39,15,24,69,51,30,92,83
18,55,96,48,20,95,91,75,5,89
18,55,19,57,45,51,63,58,78,65
18,55,2,98,70,58,26,29,68,63
18,55,93,53,58,86,33,34,6,73
18,55,75,21,46,20,38,45,7,83
18,55,11,63,92,56,93,22,41,69
18,55,15,61,6,97,41,30,21,98
18,55,40,12,13,51,24,92,83,37
18,55,58,6,14,87,45,98,71,37
18,55,60,1,52,58,7,94,14,82
18,55,31,39,23,83,48,74,53,82
18,55,76,92,94,97,81,7,12,63
18,55,25,30,42,13,53,40,24,54
18,55,46,27,78,83,91,93,53,26
18,55,97,25,21,19,93,53,1,62
18,55,45,50,78,88,13,2,16,20
18,55,6,14,25,3,1,64,91,39
18,55,49,94,0,92,46,74,35,7
18,55,12,46,81,33,24,43,5,68
18,55,95,77,52,45,34,3,90,83
18,55,41,68,95,59,33,71,73,5
18,55,20,43,54,30,72,49,60,50
